ANTMToBrokerCode	ANTM	Start	2025-12-22	End	2025-12-22	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
CC	541,496	172,189,614,000	3179.89	1	XL	238,530	75,738,478,000	3175.22
AK	394,070	125,025,454,000	3172.67	2	CC	234,705	74,471,004,000	3172.96
ZP	355,088	112,963,891,000	3181.29	3	YP	232,961	74,132,909,000	3182.20
MG	193,853	61,766,268,000	3186.24	4	CP	177,259	56,364,487,000	3179.78
YP	167,454	53,122,894,000	3172.39	5	YU	158,183	49,958,460,000	3158.27
XL	122,104	38,732,144,000	3172.06	6	OD	151,436	48,145,165,000	3179.24
LG	80,268	25,577,853,000	3186.56	7	ZP	141,491	44,896,534,000	3173.10
TP	72,114	22,727,027,000	3151.54	8	LG	136,106	43,282,786,000	3180.08
BK	66,017	20,947,241,000	3173.01	9	DR	128,974	40,981,759,000	3177.52
KZ	64,505	20,455,385,000	3171.13	10	AZ	124,275	39,397,950,000	3170.22
CP	62,976	20,117,605,000	3194.49	11	PD	117,308	37,244,862,000	3174.96
PD	52,331	16,567,983,000	3166.00	12	XC	108,892	34,611,502,000	3178.52
XC	49,333	15,615,365,000	3165.30	13	MG	88,889	28,245,063,000	3177.57
EP	46,704	14,872,069,000	3184.32	14	AF	84,941	27,177,049,000	3199.52
BB	42,196	13,398,562,000	3175.32	15	NI	77,668	24,719,972,000	3182.77
HD	41,191	13,112,944,000	3183.45	16	SQ	74,721	23,791,811,000	3184.09
KK	36,402	11,519,532,000	3164.53	17	AK	39,899	12,645,720,000	3169.43
NI	35,511	11,259,663,000	3170.75	18	HD	34,659	11,018,513,000	3179.12
YU	30,717	9,713,128,000	3162.13	19	KK	30,590	9,715,513,000	3176.04
SQ	24,972	7,907,319,000	3166.47	20	GR	29,366	9,296,370,000	3165.69
AZ	15,957	5,045,724,000	3162.08	21	TP	23,404	7,380,496,000	3153.52
RX	15,366	4,901,754,000	3190.00	22	EP	17,908	5,695,461,000	3180.40
OD	14,884	4,721,051,000	3171.90	23	RX	17,454	5,557,140,000	3183.88
XA	10,966	3,461,180,000	3156.28	24	XA	16,274	5,148,736,000	3163.78
DR	10,667	3,391,609,000	3179.53	25	BK	13,136	4,142,460,000	3153.52
BQ	10,607	3,333,633,000	3142.86	26	BQ	11,596	3,678,420,000	3172.15
AT	10,425	3,298,216,000	3163.76	27	DH	10,968	3,500,876,000	3191.90
RF	10,000	3,200,000,000	3200.00	28	IF	10,390	3,293,636,000	3170.01
GR	9,527	3,025,481,000	3175.69	29	LS	9,798	3,104,117,000	3168.11
KI	7,890	2,491,090,000	3157.28	30	AO	6,738	2,135,966,000	3170.03
HP	6,727	2,144,769,000	3188.30	31	PP	6,594	2,091,750,000	3172.20
ZR	5,500	1,737,500,000	3159.09	32	AI	6,476	2,049,541,000	3164.83
YB	5,006	1,587,935,000	3172.06	33	AT	6,273	1,998,856,000	3186.44
DH	4,013	1,268,169,000	3160.15	34	ZR	6,128	1,950,320,000	3182.64
AO	4,012	1,261,792,000	3145.04	35	CD	6,091	1,941,243,000	3187.07
AI	2,960	939,533,000	3174.10	36	HP	6,051	1,922,357,000	3176.92
FS	2,292	719,650,000	3139.83	37	YJ	5,700	1,813,956,000	3182.38
AG	1,952	614,999,000	3150.61	38	FS	5,409	1,707,156,000	3156.14
SS	1,900	601,000,000	3163.16	39	AG	5,313	1,678,425,000	3159.09
LS	1,220	385,380,000	3158.85	40	DX	4,754	1,501,185,000	3157.73
IU	1,146	365,574,000	3190.00	41	BS	4,360	1,384,920,000	3176.42
DX	1,007	317,920,000	3157.10	42	KI	4,215	1,343,053,000	3186.37
YJ	872	273,801,000	3139.92	43	YB	4,016	1,275,051,000	3174.93
IF	844	265,094,000	3140.92	44	SS	2,700	864,200,000	3200.74
AH	500	160,500,000	3210.00	45	IT	2,350	741,700,000	3156.17
GI	200	62,800,000	3140.00	46	AD	1,587	499,905,000	3150.00
CD	193	60,948,000	3157.93	47	RS	1,550	493,750,000	3185.48
RO	140	44,240,000	3160.00	48	BR	770	243,230,000	3158.83
PO	73	23,360,000	3200.00	49	SH	742	236,122,000	3182.24
RS	50	16,000,000	3200.00	50	FZ	741	235,700,000	3180.84
RB	20	6,350,000	3175.00	51	AH	700	224,500,000	3207.14
SA	20	6,260,000	3130.00	52	PC	642	205,226,000	3196.67
QA	13	4,108,000	3160.00	53	EL	510	161,360,000	3163.92
PC	7	2,212,000	3160.00	54	ES	504	160,783,000	3190.14
 	 	 	 	55	ID	415	132,185,000	3185.18
 	 	 	 	56	AR	350	111,830,000	3195.14
 	 	 	 	57	YO	300	96,400,000	3213.33
 	 	 	 	58	IH	290	91,780,000	3164.83
 	 	 	 	59	SF	267	84,795,000	3175.84
 	 	 	 	60	PG	250	80,000,000	3200.00
 	 	 	 	61	RO	250	79,550,000	3182.00
 	 	 	 	62	AN	204	64,474,000	3160.49
 	 	 	 	63	JB	171	54,160,000	3167.25
 	 	 	 	64	RG	145	46,135,000	3181.72
 	 	 	 	65	KZ	137	42,706,000	3117.23
 	 	 	 	66	OK	110	35,090,000	3190.00
 	 	 	 	67	QA	105	33,370,000	3178.10
 	 	 	 	68	MI	100	32,000,000	3200.00
 	 	 	 	69	RF	100	32,000,000	3200.00
 	 	 	 	70	MU	85	27,170,000	3196.47
 	 	 	 	71	DD	79	25,342,000	3207.85
 	 	 	 	72	DU	71	22,648,000	3189.86
 	 	 	 	73	RB	56	17,614,000	3145.36
 	 	 	 	74	TF	25	7,970,000	3188.00
 	 	 	 	75	SA	20	6,380,000	3190.00
 	 	 	 	76	PF	10	3,180,000	3180.00
 	 	 	 	77	PO	10	3,180,000	3180.00
 	 	 	 	78	IN	10	3,150,000	3150.00
 	 	 	 	79	GI	3	960,000	3200.00
