ANTMToBrokerCode	ANTM	Start	2026-01-27	End	2026-01-27	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
YU	345,495	159,400,790,250	4613.69	1	AK	474,727	218,935,553,000	4611.82
ZP	236,461	109,001,193,000	4609.69	2	ZP	279,759	129,096,522,000	4614.56
XL	222,533	102,966,998,000	4627.04	3	BB	251,224	115,753,541,000	4607.58
CC	198,295	91,485,726,000	4613.62	4	BK	215,899	99,462,887,770	4606.91
YP	172,550	79,633,076,000	4615.07	5	CC	197,885	91,330,596,000	4615.34
AF	155,266	71,576,616,000	4609.93	6	XL	130,996	60,461,514,000	4615.52
BK	142,722	65,904,862,770	4617.69	7	YP	129,557	59,885,954,000	4622.36
AK	129,821	59,865,946,000	4611.42	8	YU	88,539	41,357,149,250	4671.05
XC	92,850	43,018,137,000	4633.08	9	XC	77,290	35,596,747,000	4605.61
PD	67,731	31,316,657,000	4623.68	10	SS	52,000	25,302,000,000	4865.77
CP	57,092	26,305,441,000	4607.55	11	RX	50,245	23,291,390,000	4635.56
DR	48,071	22,241,595,000	4626.82	12	CP	46,949	21,715,648,000	4625.37
NI	48,014	22,161,435,000	4615.62	13	NI	44,454	20,631,362,000	4641.06
MG	44,330	20,449,634,000	4613.05	14	AG	40,484	18,667,073,000	4610.98
SS	40,875	20,202,505,000	4942.51	15	PD	34,265	15,878,280,000	4633.96
SQ	37,780	17,435,892,000	4615.11	16	MG	30,538	14,056,308,000	4602.89
LG	37,675	17,384,186,000	4614.25	17	HD	29,495	13,623,163,000	4618.80
HD	28,176	13,018,338,000	4620.36	18	LG	26,117	12,049,535,000	4613.68
OD	26,342	12,173,928,000	4621.49	19	DH	16,768	7,689,229,000	4585.66
KK	24,155	11,145,036,000	4613.97	20	SQ	14,518	6,696,079,000	4612.26
GR	18,301	8,454,647,000	4619.77	21	TP	12,374	5,719,154,000	4621.91
YB	16,567	7,648,707,000	4616.83	22	KK	11,783	5,423,950,000	4603.20
AG	14,615	6,712,674,000	4593.00	23	DR	11,737	5,420,131,000	4617.99
AZ	11,201	5,175,911,000	4620.94	24	OD	10,361	4,773,343,000	4607.03
BB	11,181	5,156,174,000	4611.55	25	GR	7,793	3,589,809,000	4606.45
HP	8,835	4,076,429,000	4613.95	26	EP	6,083	2,803,944,000	4609.48
DH	8,666	4,013,429,000	4631.24	27	AO	6,005	2,778,320,000	4626.68
EP	8,596	3,966,965,000	4614.90	28	BQ	5,151	2,385,242,000	4630.64
IF	7,672	3,536,060,000	4609.05	29	YB	4,467	2,088,224,000	4674.78
XA	7,518	3,467,186,000	4611.85	30	AT	3,133	1,475,735,000	4710.29
TP	7,264	3,347,718,000	4608.64	31	HP	2,547	1,170,499,000	4595.60
AI	7,106	3,272,076,000	4604.67	32	ES	2,000	920,000,000	4600.00
BQ	6,802	3,135,950,000	4610.34	33	YJ	1,762	814,149,000	4620.60
AO	6,387	2,928,426,000	4584.98	34	LS	1,609	747,260,000	4644.25
CD	4,925	2,272,711,000	4614.64	35	XA	1,467	677,716,000	4619.74
KI	4,300	1,987,805,000	4622.80	36	AI	1,354	629,236,000	4647.24
BR	4,147	1,911,818,000	4610.12	37	BR	1,207	556,634,000	4611.71
AT	3,587	1,656,153,000	4617.10	38	AZ	1,197	549,530,000	4590.89
RX	3,000	1,442,100,000	4807.00	39	DX	683	315,947,000	4625.87
LS	2,136	985,704,000	4614.72	40	CD	627	292,563,000	4666.08
YJ	1,562	721,873,000	4621.47	41	AF	500	230,500,000	4610.00
ZR	1,400	650,793,000	4648.52	42	IF	464	214,593,000	4624.85
DX	1,133	522,241,000	4609.36	43	IU	400	190,400,000	4760.00
FZ	1,048	484,301,000	4621.19	44	RO	343	157,873,000	4602.71
AR	800	369,150,000	4614.38	45	KI	307	141,727,000	4616.51
RF	435	200,970,000	4620.00	46	MU	270	124,720,000	4619.26
GI	300	138,500,000	4616.67	47	RB	55	25,135,000	4570.00
MU	280	128,417,000	4586.32	48	AR	20	9,200,000	4600.00
KZ	262	123,312,000	4706.56	49	AD	18	8,418,000	4676.67
IT	250	115,000,000	4600.00	50	PC	15	6,925,000	4616.67
RS	200	92,500,000	4625.00	51	FZ	12	5,536,000	4613.33
SA	120	55,230,000	4602.50	52	FO	10	4,620,000	4620.00
OK	110	50,750,000	4613.64	53	II	10	4,620,000	4620.00
SH	105	48,085,000	4579.52	54	BS	5	2,300,000	4600.00
RG	94	43,311,000	4607.55	55	JB	3	1,374,000	4580.00
RO	84	39,422,000	4693.10	56	ID	2	922,000	4610.00
YO	53	24,539,000	4630.00	57	SF	1	462,000	4620.00
SF	42	19,564,000	4658.10	58	QA	1	456,000	4560.00
IU	40	18,380,000	4595.00	59	 	 	 	 
ES	25	11,500,000	4600.00	60	 	 	 	 
PG	25	11,425,000	4570.00	61	 	 	 	 
PC	19	8,748,000	4604.21	62	 	 	 	 
DD	16	7,488,000	4680.00	63	 	 	 	 
ID	10	4,760,000	4760.00	64	 	 	 	 
IH	10	4,590,000	4590.00	65	 	 	 	 
QA	9	4,149,000	4610.00	66	 	 	 	 
AD	6	2,772,000	4620.00	67	 	 	 	 
JB	5	2,365,000	4730.00	68	 	 	 	 
DU	1	467,000	4670.00	69	 	 	 	 
FS	1	461,000	4610.00	70	 	 	 	 
