CUANToBrokerCode	CUAN	Start	2025-12-05	End	2025-12-05	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	401,274	111,516,390,000	2779.06	1	XL	448,152	125,620,474,000	2803.08
AK	393,458	109,670,569,000	2787.35	2	BK	320,018	87,415,953,000	2731.59
CC	339,254	94,838,663,000	2795.51	3	AK	250,529	69,889,058,000	2789.66
BK	250,367	69,847,255,000	2789.79	4	CC	245,110	68,506,035,000	2794.91
YP	182,942	51,191,371,000	2798.23	5	YP	178,910	50,116,708,000	2801.22
PD	135,321	37,681,714,000	2784.62	6	ZP	178,035	48,301,491,000	2713.03
XC	105,697	29,424,066,000	2783.81	7	XC	118,533	33,121,104,000	2794.25
CD	96,572	26,649,172,000	2759.51	8	PD	107,341	30,119,079,000	2805.92
CP	64,139	17,914,095,000	2793.01	9	CP	92,923	25,824,564,000	2779.14
YU	52,462	14,463,826,000	2757.01	10	XA	57,316	16,110,455,000	2810.81
SQ	49,861	13,764,271,000	2760.53	11	SQ	50,924	14,350,012,000	2817.93
KK	47,176	13,138,497,000	2785.00	12	NI	47,648	13,367,358,000	2805.44
TP	41,250	11,497,855,000	2787.36	13	MG	44,577	12,431,144,000	2788.69
MG	41,123	11,394,644,000	2770.87	14	KK	43,035	12,040,535,000	2797.85
GR	40,299	11,304,557,000	2805.17	15	CD	41,188	11,624,433,000	2822.29
OD	40,133	10,983,924,000	2736.88	16	AZ	40,938	11,401,025,000	2784.95
AZ	35,979	10,000,804,000	2779.62	17	GR	35,700	10,016,061,000	2805.62
LG	35,932	9,962,726,000	2772.66	18	EP	30,666	8,506,276,000	2773.85
EP	34,314	9,552,859,000	2783.95	19	YU	28,085	7,683,677,000	2735.87
NI	33,519	9,331,882,000	2784.06	20	LG	27,062	7,530,345,000	2782.63
ZP	29,444	8,131,956,000	2761.84	21	BQ	23,339	6,508,057,000	2788.49
IF	17,297	4,711,100,000	2723.65	22	DR	21,575	6,069,449,000	2813.19
DR	15,931	4,440,640,000	2787.42	23	TP	21,561	6,060,096,000	2810.67
XA	14,053	3,872,521,000	2755.65	24	HP	19,564	5,484,089,000	2803.15
LS	12,649	3,527,339,000	2788.63	25	OD	19,224	5,405,573,000	2811.89
YB	11,778	3,277,059,000	2782.36	26	YB	17,527	4,884,569,000	2786.88
DH	11,667	3,232,746,000	2770.85	27	DH	14,273	3,979,995,000	2788.48
HP	11,402	3,146,911,000	2759.96	28	IN	10,015	2,724,200,000	2720.12
BQ	10,230	2,842,490,000	2778.58	29	IF	9,627	2,708,905,000	2813.86
IN	10,000	2,840,000,000	2840.00	30	KI	8,923	2,498,725,000	2800.32
AT	6,965	1,944,092,000	2791.23	31	YJ	8,410	2,367,321,000	2814.89
AO	6,771	1,846,104,000	2726.49	32	AT	7,543	2,130,203,000	2824.08
KI	6,013	1,664,547,000	2768.25	33	GA	7,000	1,960,000,000	2800.00
PC	5,010	1,367,770,000	2730.08	34	RX	7,032	1,950,174,000	2773.28
YJ	3,865	1,063,930,000	2752.73	35	LS	5,143	1,418,290,000	2757.71
AI	3,788	1,051,893,000	2776.91	36	PC	4,523	1,216,963,000	2690.61
FZ	3,693	1,011,635,000	2739.33	37	FZ	3,993	1,108,411,000	2775.89
DX	3,421	943,732,000	2758.64	38	AI	3,925	1,092,005,000	2782.18
AG	3,405	933,887,000	2742.69	39	BR	3,250	895,250,000	2754.62
BB	3,000	848,000,000	2826.67	40	AN	3,006	848,671,000	2823.26
IU	1,440	395,885,000	2749.20	41	BB	3,000	830,000,000	2766.67
HD	1,290	359,130,000	2783.95	42	AG	2,547	724,277,000	2843.65
ES	1,130	317,120,000	2806.37	43	BS	1,642	465,702,000	2836.19
FS	1,050	295,250,000	2811.90	44	AO	1,432	407,089,000	2842.80
RX	1,032	277,608,000	2690.00	45	RF	786	222,464,000	2830.33
SS	850	231,825,000	2727.35	46	RO	600	169,530,000	2825.50
BR	686	189,112,000	2756.73	47	DX	572	162,233,000	2836.24
RO	480	133,215,000	2775.31	48	IU	550	151,650,000	2757.27
II	300	82,400,000	2746.67	49	HD	510	144,210,000	2827.65
RG	255	69,100,000	2709.80	50	AF	505	137,925,000	2731.19
SA	190	52,160,000	2745.26	51	MI	481	133,718,000	2780.00
SF	109	31,011,000	2845.05	52	RG	348	98,371,000	2826.75
RF	102	27,750,000	2720.59	53	SS	305	86,320,000	2830.16
RS	71	19,249,000	2711.13	54	SA	250	71,350,000	2854.00
QA	25	6,945,000	2778.00	55	ES	236	65,468,000	2774.07
IH	20	5,600,000	2800.00	56	AR	200	56,600,000	2830.00
RB	20	5,440,000	2720.00	57	FS	150	42,750,000	2850.00
MU	17	4,663,000	2742.94	58	SF	70	19,950,000	2850.00
JB	12	3,384,000	2820.00	59	MU	67	18,885,000	2818.66
SH	6	1,674,000	2790.00	60	ZR	53	14,995,000	2829.25
AN	4	1,094,000	2735.00	61	RS	44	12,276,000	2790.00
AR	2	568,000	2840.00	62	PO	30	8,340,000	2780.00
GI	1	278,000	2780.00	63	RB	10	2,840,000	2840.00
 	 	 	 	64	QA	8	2,288,000	2860.00
 	 	 	 	65	SH	6	1,704,000	2840.00
 	 	 	 	66	EL	1	285,000	2850.00
